"PIDHASH                                                                                                                         ","fnamelnamedobssn                                                                                                                ","fnamelnamedob                                                                                                                   ","lnamefnamedobssn                                                                                                                ","lnamefnamedob                                                                                                                   ","fnamelnameTdobssn                                                                                                               ","fnamelnameTdob                                                                                                                  ","fname3lnamedobssn                                                                                                               ","fname3lnamedob                                                                                                                  ","fnamelnamedobDssn                                                                                                               ","fnamelnamedobYssn                                                                                                               "
93429CDC2B52100D6D4D3473D2003EE7A99E8C6B92E0852CB12B400757978ED0C92C173D5CCA26D4B6705513A036D78CFD862C5651CF8BA23866A41539DDD0E5,,75824B1A741B0A71B4B7AC911D1A4A9FBD357548ABF8F935D56F48C0445D15D852866D53D3887039272CD24B43A9491FF22E5C524B05B54EF3B78F53B126404E,,250F8350B144953C4E9AF0526794C253E334B12D07D6B578614A11CDBFC9CB3B77E90E201613C24F965C6FD1326DDC3BF829A8A8F4F14E98E4DE29A414C27785,,42B474EF9580A5E056C383598D41CD4B8B8159481B01FFD6AA657DF89EEDBC3795087CF6647D8FAF069EDD566F8BC3D3E7AF5F8E99EF74ABBB2165C52BD060BA,,988250B4914098D4684B4ACBA1635CEA7AC7AFF3BDA7929129C9D08B758450D6186E2F1CA4EA9BEF98C1DB37529ED265586D880E4AA26D035251BCBA42E2493A,,
E1D37D77011A07B8CF6274125311FFE234D44CFBEB1977AD51DD1D55A935F4FF084CD1964230E65D0EFBF70A375BB5F075C909AF2C0C56EFCF3F8CA421DCB297,,1771E021396BF55B5C4F42F14B2DC7A67B12970AFF4C408BC20F9E346C9EE6B6470873A2C634ABE54841D0D6E1733E870D0CD55B7231F64253886248B700F8F9,,3F77FBE29A3D251ADE12D94FA260D67179410156B9F5A26113259303AB048D9C00E114A6EF552CA6AD3B70D297BCB7441F30809B8CC3FAB71BF2427CCCD87B81,,8B87929D0DD7C00ED8A041DD07FB70B3EEEA7A1AB6011CB4C3E600A09EA90D4E4E24CBE137B9F3D100F388DE29B8436A4C1C186C570CEE4711602A18624ED426,,1F3767D706366E50C5A92B1FFE8C9AD15D06F60C7E0022BB336764110FEA25994DF5E1AC70447406E639734722851221CD939B3D95854BBCBBAE7F8825257C1D,,
E9B0C86FE33256FF3EBD6A9E762C89051B89B1192FEF3EDCD6AC95F4D95B65F7138080ACD8A69959CF465994625FC5397F8391F71006E54E1FFA8E6450F9CA5D,,36875F4A1776C46B6B03E4301DBA5F5A1C64A7D997CF2EBDC53D3D66FC03E1CD2DE08508EF75155B1C4C3B153DC3846CD09BB3EC46E47E35001B95C99EEB50DB,,B55B9C2E7F2837FA5528B1A6F8C41F4D4194ACD50DE895D984B75A2301D57D071C94561246C0CF09B0C56597590A8DADC4CCA50777EBA004DE3A7661E6AA2CBC,,8CE3A5A12DC83BE785E24A4F7D5B00901133F6B7324EAC6294BA6B28AB4AED7C5F836EF63AB04A18B182CC6DC92B8A6DF96A6F85789CDF03B57CFFA690C7790C,,DB9F0D91C838DB3A5C590005D1B22C01D64C3D4B217CF908BF9875005AFA29B82144DA2A5CA383C75CB1F28065068C095D008BB3816FB7547AB03A6ECFFFE7EC,,
349A56B23E56A6B83570F21FC037B5469383B152D2CE9689C4B500A4F09B50DD2CEE7DAD4DC5884E8284E1F6740BBD1C1FDFD21BB51557C9B8A860280EFDBF80,,DEFA64A4E83E32D7C11E057E649E1A94A24C001743D1EB4FBB30C52B09B0963D21EED891D33855481DF0C9C1C9825CD550B949F077CBC0A761576E6CE4AC2684,,991970BF6311A1AB1A38516B8FA3287835FBA00C42FB6A17472AA22F24426B1DDDF8017FEF1D7975999AF49F777926BD6B3291B854FE957672A1B361B909CB5B,,717A944DD879E5C9F2D3950D473A7480CA64A4A5F9FC4D44F0E06FE619B8904D0F53415E46F4888A89C4A6F229EFDB060A263A6F23D8FCDB6A0B0B2E7EB76C4A,,BFAE8920774592FF7E923EAE4CF62C47C03AE9BB8750F4379D9B5BF3634365AE9A86481A05D71FBB0EB965FE05AA7BF82A059D7C7E3B5E0BAA934086DBC40A02,,
7DE31795EF2371CB570EF007F687CE9E78504FA960C36236726DC9D22BD38F94D6BC059CE6284B378D3547FF310A5FCC90FF4021E8B0FA8CCB3B206598743581,,C12901335649E026A9AF545AD81CFF417C98E3F679DCE56F9F0DF1DAC787D98933540EE237900C182CC41BA987A2FD2B4EDDC9AEFF4D4F62D12775CD31319E07,,4C11CDA88967AE9AF80C7079690ED4FCFFC3B7EC834C25D9BBEBB6515317C0A4E9BE8F35995A4F939D6017B7CC7A28FC082749CD92991705B35FFFC112716692,,74F9EC7C330B3AB7006F6453D81394614A690F893E4F262E8882129096A0BC3BAC43891BA9C3D3316A853146B4CA526C0825EB29F592711FD7B8C7EB3074B819,,D24C9B0DD50EAF10360512107B08440628D083CD63642608E56FF1ED6176271798792C24AF6A6797FD163B34F1F625B139D18E650FC60BEB1E450C1E0741230C,,
59FE4BA4D0F626AC177A2DBA51684227FBA2195C2352B40FEFAE3962EFC4D8700F23F17858E8D7DDAD22FC91B4EE2A529E319131AF2846A5472CD5A02243F034,,35BDEC3A4F3602F7BE88243BAB8A6CF398B8282357D93704764FA9999CFE2546704459A20C4F1B7F7A7BF693373C4D04B059DC72FB36DFEE39E059ADC2A78161,,C1A8A31EB97974E4E94B34687C40D85CDC6E971A0A70E1A9A0E082241DF2D08D23383BFC9C32B34E3F0E0F4BDD0B9F82929C7A46FDA6579E765F20293152949B,,04EFB8C85E8B5FDFB69F361A2B5DBC6C7F2CD7BA4630E4D04B2732FD7D8E320F29348A300D31550C1EA6A6345B75E4AA5F75E720049A347B9C4FF4103C73E3EB,,61570B52A3B3383D52B8587E461F6136D4E5C157611F97967175098BD5F16DD06A0471A0DC928F0867D2D2D766FE1AD5E2190739BB0E914553F4F2827321DFA6,,
55FB7F47F414A88DBA019203540790C6CED86A02E8282897F5364DF1F8AFB67E9BCD11DEB8436852440CCEB0437B7FE325A9A0CEA7F73BE3C3B6730B6870F389,,C4F44429F825ADFC0206B918C869242BE97AE9F8E7187F549DED655B7600922E7FEAC5914B9623E19141DA794AC44B17CABE99B13571FDD6E897F4E0130D1B1B,,3A0A9E02DFFC4BACB81B0A66381E8901D7FECB412A04999CEAC2A192849984C9D34647792B6EF16D30DFC6ADA0ED24D7EE160E3EBB2858269E0F63038675B295,,34CA629477ABF84A4740E06FE5B1859C988BF75C6A2FB3614BA0BBCDCB000A955E12991274256EE4B4A81F4ADAD077E690489D22BDE4E6B70819720673ED7E34,,908F1D0300BFBC23701D3D182917D61D36F25F3996B9E0D129F2BCBD33AC42D6EE2FBF17CFD3081C017EE475F42B4599309B74026D09D4E275E7164DAA6A869C,,
AC3D28CB4BAAEC7A2CE065BE39AB3ECE785ECA6914E2ED39D12B381FB3DF36A57C1C1BA566C75E236BC97888D439CA3630CCB3AB7A7760B0CF3ADEDD8D7B8F20,,F8381D7B7388DA54B9AB10E7A596D39C45B14F42291683E565EF5FB05F0238459296556D52D2942D25FED26CCB12790896A48A29D4EDD0F7793802C78BF0C0CB,,634C90F38B0992D0ECA9F11B21B3FD60B96190428A610319762A3A805182D45EC741D34E8E13F6ED8E40C0C5FBB42039ED9CBA38619C741BEEA76F4EE9A9C1C6,,C01F06774A89272110895AFB80BA8DC7C741FDD4DC83E052A934E22CEACA24958B363E3EFBA56DB197E87763227C864B7AFB7EDD4065597C7591B5CABD3AF874,,0DF63EE42BC46DFC7B53C36170A117ADF9D698FCAFD831174DC51D4B2887ED3CDA0DCCBED9D7833CA17B301B4537DB08DB892E2E876C96DAE29CD4098E524B90,,
734DEF18D9390BC5E4E999F31B34FE0E3D412EFDE5A585B17A5671F23F3C3DAD5EA5A223D66057F1B50FBD79E697BE7158FCCB5E88B849B175A23AEA6D3B85AF,,5911344858D4F3F4AED51024EA489436D20C878FA78E90AA62AA1AF68BEF4E42D1E2F05795CDECF4003FA3E47CF9FF2A7B2302D665EAE37BFB5C7C25BC8440E3,,16545A39E80F1C2D993044FA93887DB44EF9BD4367219F4D46505B0D5E23558BFAFACB4E4825782EC03F4A30D639C16D7392207E68D6490F5DA6C4B82513D314,,A4D9EFA82446BA8677C6320380E6EB02E3C11581F4DD545B062F8B6D55BF60F43D0DBD39B89C738DF640DC018549601B2EEB040DE804F4C0DB14C84CBF477D19,,8EDB9FF29E9EE6799FEFCBCE3C08709EACB53CD0D048EE9FFFBBBBF42FC32E99C2C6030F731E7E987ACCDD1B99D90158C3FE42DD46D29C210B83DBA36E0AE78E,,
D21051C351B6A5340499CABA1F61265FB93BF6545E5AFCA0189101C67B682929B9DF65349343BB9CF938AB89E3F9910629F32CCF6BB592E16F9357BB35F8212E,,F0EEC939EC885AE449C38ECF5526E7CF8A4215A145CFA575D5CF2E408B280533FF02A679834CB1F3676EEAAAF59A59B9924A5CDB362F6FA8F40BC554CA731248,,8A4045D8B876ACF307A3C7BC17BE2EA586AE0AAFA64F25B1E1690FA4BBD952C92544C42023FBBC7D07C7F2B6D9F94719641FD33B5C1A6B020D79DD540DBF777B,,7FCD08B5F995310095A255A621A91AC8DF2E616F0DC144DF02EE0F9690BB1BBE4EAFC6D6F28DD6FE9015BEAA2C8314F0E7044CDF8FBDE1CD899807C248316840,,6CA24521F4D284D1822F28915CF8C88EC1B50E641594D57DF006A4F90543ADDD3C8475C2661C34794E0AFB67B7C67EFA0850EBFCD881B30A486AC1160F526754,,
6571F58AE75E63A53D45248BE09304E8D45275EEF4A2720EFC24B321CC8F65D7BCFB2FCAD9B9A2E1AA3DACB25F75C88E2F200B5AD16120E3BCCCA9C0C322BE7F,D52FB21772801DF77C9D30BFEC5FBCA649F0BC9F55009B8423E17BABEED11FEA9128B76FE68787AC017AD440F0C3EA214D74A740A389844E6F34E75A6767B31B,B78823B6730FF923A8B8C7C65C394D732A824FBD54712B96CD589408F7B8E0DEA56479504948A62106AC372D43B2E1779004867FD923610C83316E065825C701,06D369640625A5C5629A83683080B998238FD28B23C2E6DC41F09B889B20DED2FC2ABAF7DBF906E73FE66083502D11C930D15C9AF4ED55023DF6849A61970BEE,2309F26F8DDAC6DD745ED36F811740CC995704D96A7DC0D25D7AC6FC00EB9989480F8863E09443E1EEAF5F8969AB4AF394BEDE7F5C7FF2B1A4FFFE33F4A42E11,0F0EB28CA4F5657FD325E80E88498A8BCB1A67B735E94FE262B81BF9FB832C817478021EF282E0AD48E2ECEFC249F710869A0953ACDACD4380F1870AEFCF0D2D,B7480112E8476DD43344DEF13D161255CB1CC48818AADB4B49F05A0F77A642434E0F19170EB1F31E3CB0809104D3FDBF630F5817DF799B90FDF5E54B8867C1C9,F25055A36C699DD03DD45A31794F53D061AD9ED4D2066680B7CD67A76A68892919ABCF719F4264ABA76D2BDD938E5659B2E125863247B5B71488435CC34E59E6,1052B6EF64D6278E0F780B64084A46122063F220924B3B5C5FCD55AD51A032971F5EB90D026D706ABF649D906CC2B0E5EE194C434134F5ADFF12BF5028BBF322,2839FACE99B4C7EE3631A6A5ABDCE26667EEA33BCFD07A119EF2AF88B95A231EBC2A138DC64AC10D31F512832121B7E8E7202FBE05CD8D0DBCBE1FA068AAE0CE,6E23C8AE0D2E3EE230D65C43147024CEC84DCCF9511104A7A02C6B08303084C57DE342D231884824C0246D393CBF91F1F65C5806D9055A99F758B3E91C742945
E7CC76C72457C58CCA9450DBD84ABCAE36DA0A18E8C570F2303DC5E811053F8E4E89069753C375D94709602213D6F4C9F33A3885A7790AAFFF81DF94398FC340,B2592CCD4F0048D15B5373C556D7BF4F83FEA033D16D20E5195CD4BD1EC13774CA702A49AF1785887DC9D945593CA3E473FA0BBDB522A92FFE0AA6CF703E7A68,2C9EE03F681B8C754C1BC72A9F57754753C4C32FCE75D6A5F35191E0CBFC1399B4D7A780D7DD39C9662D72088A7FE5C153245750176E65BA714405283FCFA248,FE2CEB5956AC9020EE16724E390A48C5DC7C9860296CDE8E3234BF803A048FD21AC2CA6C6E5DCC981898FDFE41E73CF3F5A1D55F7B6B942F3C8DD539E1F16C3D,D78E5BB4B46F225AA6FBBDD2A1FCB59AACE58070FECE35CC0542DD40C6441F672AF9AFF5E817D7D0C5853B7497CC058359085A7942C601CAAB48D26F4079D064,C67C3F4A980CC2C48095549F9DC490A42E83DD8757E9990535083663415139E769657FE1BED65216518548CC9706DB387A899A13E430C39E81D91211B65C9232,29C944C3CBAD86CFC7D4DC78D04FF924641F26DBA5945FC108ACC5DA161DAACE218ED044364BC6E6C05D792C46425D1C27E9EB418B53875B1F9382D6ABBCC9BF,C0D98B02E8BA09B820FEF2B7D7E0F12F4CEB06A6327A57B183BB368502F8C5C693EB0363CC3648CC3AD8AF9FE28953273C8DEFB4F52D7101F598B47BE9E4A20D,D55BB7C64FF0DD398384C9C5456C2959C2CCE253738DD7A0D02D4BBAE87D5C0877F7C124CF77B85C246308C98242584CAA29AB9D01C09CB1E4FEB0600C345D0D,92CD6ECAF904D26DCF6233FCB84042D7F96454571AA4D3966E3E06B197D377A5F31AA283786D356227C318F2B8ACB4F847E55D51784D9120A99A6F578CF1D6FB,255731A4632D0F36B1C62B5846EC8C0C73CE488324BE92D95C9010500E7E96E0F3B8AF20BB46F22E84B89220CE1B9D08B882771495A0FB054E10122D6B96AAB1
3BEF6E58F2CF9D209589FDD195C0996B1E0BAA89802CB726FA11B65E785BCD611659153DAB69F2499DC1C97C703EA0025F1CE5613B25B7435E6A080986CCC9F3,,5C2188D53A5CBDC9B7FDB103D699631639BACBDEB1140A58580922A5F6301CFAE08FEDA9EC89137DCE84E202367C31F8DC8A4F3F99F382D10CADA9146136342D,,2B86F6CD1ABACA2FD370C8213D4D48A3E6A9E389E1124FDC46DE8D101E2F86E0ABA76CDE644B68ACD817FE555A63E1970694AD1C28891178032B006A4AA27E1E,,CDD327FF5FB2409424B8D86AAD42D445BE963EEF874614509F81508C47D5DFB636D92ACC3CE5C26F6AE9AD625893F972BAB06DFC6C74998C355CDDC181BC2F50,,3334AD6CE38909E109C2609332FC292C777BF73B3639825280F6968C0ED8DFB679152340D082AC512EDCF007F441F717DB7E082FEACB4F2B07626F875FE38062,,
DD22D578703CCCDB9E7C78A638D65265C5B315669DA46C29E22A7A2FAA6668078AE75FA3A6386915A5B361A0F0F2B49161E19DAB7EBD99B83D09EEC8C3CFF90C,,CEF84740617731D26DDFBCF88C85E78A311219B94AE53EC0042F8972FC94B10FCE349C73D05CCDC972CCB0080B5B30964F32E66D2B872A325C6D3D1331D5CF2D,,88D6686FC9F1BBE709601F85A544579C5B4D13F3826A98D4183F47D5658DFC79D197E9D8C1C678D480E4C984683606104D99E8E1105F77A5440F3E341069CE25,,F9DC44D557B6CEA627B88C988D5E9A51148ED37DC192C7EA2F9ED02BE64D1319DB432548ED9D96633EE55A9D4A6EFD122C9B52C2A234CD9EB9D0C4095E9EF57E,,B4E4727BEE7F60341466990E73D11794A009F2EDB24866F85F7FBD7A9E22CC4DBE6FBFAA398C3E2E8A0CC0BFC680F35CC2D0FCD1C2BE8F945436FCF54769117C,,
982447AFBE9B7BE985C1BE4F84BE33E84A725E30185F5E971E1EC243C09E306F4316177C108D3A7B377329D79FC582460F6242BAC7A6C45E5BA94A3BBAD83438,,818E15146BD2BE0820652831B0425CE33F9252964CCDF8AE9DF5525EFC5E7530FAC976B38D2A5A5206A07E9AF73FB296239F8FB9978DBE960161C9C7521CE017,,F7540B785EF0E89F03AC52883B0C9403ECDA8773B8CAD97C64B01D21401E20B9B256195CC9362FF4BB90B77712D3620169DC1F8595A8A7AB0DC7D586CFC513F7,,33A1C866459CA589176B943D1B4951E851CA872410DBC0411F64CE217F51E1B571AC9C7066E8D20DB9DF789C28B4EED0392D1417900C2E5D84C6CA9A23BB6287,,425F04ADF35443D627F66FEE71F0BEC96C2E707964194A7F247C6CBDC543ED0299F1A9AB7C3D453272BFF24D7F91A974808BFC6157AE80CD4A86D1F9168ABF27,,
C22882E96DFC335FC3585D6166E605AB1994D6C77D7B9C798F4859C720F9589FA930CD23EBF7A9CBBE1263736CE84DB2EEE678BFEF181C1224AB638A88231E5E,110894A80B4CDE1D1C32BCAE325A93CC919841D4317C04A691D570AABE0A8443E8B0A2ABCBF6D0D9E71984ACA229F17CC1E57EA59492348F62C65F22BBE287FB,FE5EB4DBDE2B061495F008B2E29292B9859C56990F6C41437AEAE21CE60E6F99DE4BAF2B4972B30EFFB5EDF6CCE8C14E63B4C91A4C8D738AF928FE9459F9CB7A,4EADF93B07E421DFB08450B6A9ADE53358FA2521454873C1F951489DFA90B136FF06A57CF969A5EDF15A729BE82C986E381DB581217FE7653C9E51CA771F04F1,46C015327B6D7899B8EEF851366BFFEDAFBCB13F39E1888C8D726C2F1668138E4E76AB798167E9C4143C4C2656D9E45BD1CA0504F2DFA02F5746234F3F12E87C,2D52331161FF1FFBB6875F2FB669574D222BF2215311922CED7EFCBD20D71AA1967FAE102874843DAEF73578E4D3DE8971DF3D211083F455BD6230ED7B481811,B890788E07D77D47BC1A0C1FFF8A184E21B36D9DB63FD73E552AEC8B3C01F1674FD4ADCE39B4171A9920E6FAD17B380912D3BFDA5140DA1AFF43E01CC356C2B5,7FC65FF02832A8161E0DF596433BB439A55258DEEEFE4523B775A91684DDAE3B8AE75809CE49F396AFCD0D35D11BFB0468CDCC14B9FD5EB99B1D1340E99B8B35,DF9FBC4874A19EDCE2DDC82030374BB271354B8175535C1F310013804E5E822D267A0C41C647E851904A0B74B4776BFC6D899AC8480A54AA5228177FD2A654B8,7C3542A284C23CBF93518F5DDFA3D0C19A8D31E6A43B18B13F30A0ABFCD3DFC89C81AC3A239A7DC45C97CFF6855D57E366E21DCD46AC53310DB336BC77E6CD3A,3E8C8B29AD800404B6FDA53090E8BD67B1ACD4103EDFD1BC5337EDA94E3F038BFAA6BB0ACA3838080F1368C9D5953FADBADD247410D2F6AF469EC9A669F7CC58
F9831065EAD8DDD899B8241C148F1AEA8901F872EB2523612BCB8193321E9077A907831423E32DCEB7BE37A24CF087E5BE6B251D9B3856F098C4E3379058FE2C,4C7BAD1B992685772914F96760D9569E130664BAB1ECBC30D9705DD3465D8C6E86F856D944E8B3238F65FE4B06945BB90312BAECB69C52794C4092554ED1CA2F,79E00073A1064AFB64DF4E3BD4A228E539BFA8785BD3D33465A8A891EC60707C6441043A4F94EAB8C576F5484A5C574B5520E1BD7EC56D330CF8D6B276BFB10D,376D68644C03FA378ADC7D731354BC7F2C5A8CBAA988F4D37ED9C74C41DCD6C930E129FB37D2451BD793777D884A3FA50D82B6AE02C9B4B3896C5A4ADB353A1D,99C1702BE09ECA77EB38C8303BC748F089A7E1B2E4C403400BF4B07F663691E73F701450E7F5E1FFC7586FF2692D95E0EBCBEAA631FA132A5B050D26F6250008,639958D1F77487264C82EA0AC688CB84D3155CDED4510AC8AAC7B9AC3B0FE90994AB5ED5ADCF1A1D4E9652AAA64916109F2BA0C7B80B5F7D8A6BF7E2FCC9C697,29556EF701F66EB2F6DDE7CB7CD9110A669CFDB3A55BF7AFA0EFB5A48B349521E880A4EB4ABAD700EAB5B36B5F7B7BCA7CBED1C4594B4B425EDD68B3C7B17394,9545824487CA64DAB8FED6E33E3397B6BA751F157735B1E47C2173D779094B98F93AF22A3692771A8F20E7276C67F810EAF1302CA695A3D46CA895BCC294521A,6CE034DAB2E9D808BF220CB62540E251D8B2ACD865B3AF0EE94EB9FEAF616B134B0B8CCAC03FBA369C2C83F5BDF79C326EA699FECA212CF151BF6C3E5E1FE113,18D225AD1EBB6ABDE59BFD887FE493FBFDA6B0AE95414F52FC3B9531CC3EEAC309652CA9A29715D99D79D9E20C41E16E68DF71755491725D03DB06324E33EB1F,11B7F2C9E0B85CBA8B5CB2E16FB636C6EC164BADC8E96E213D0316CD37152C71D9ABF0335C4A41448A81ACDF2F14DDA2FDBAB24F55AD92BCE1DED1F39FF8544E
F2F3678E8C50B1415EBBD2C56CB450F3E6CD23D8E06769442A18D76AC7AE5183AE5D22DB5EC935580AF58492478643EC8C1688365BCE1130D755475273A70BEF,,5348C415510F0D8992962A491DC040ECCDB3A37DAB9902D2B16A4E2834C8F85E2D1CB83C90F24990D73593C79EC89AD70703E833DC53DEABBA919C79B6FF144F,,9B42920ED2B25645DAA8A5FBE9D8237F1BE91C6D5A595FDBFDD287EE8ADD977D65E3ED47DA9D2D27887A91FD862CC4FC27B9349BC1A10170173D2D600EE65800,,006A541AC4E06A7E4E516DC6F2DF227DF346B2D902D5393BDF576B2E46F5B37D869CCE69120880B700FF14BC821B9B860FC6CA5E761ADCA75E694CAF07FB98D2,,043872B7BB03615065235FEB900CADD18D0B42B64E9DE213F90A125F049A61BAB9B6D9BEED2F3640830FB6AE580A500411F36258B4E4024C44911E9A415DF337,,
39C0B633B47C9CEBDD9164B5F9CD30EDB66651254E836608178F0A7B5BD9B3780E777C7396B6410D79D8295D0ED787A3ED3ADA4D5D9CEB42F683B24A85D29481,,A79E99F4063E869919F0978291B18785983BA0C9928E0ED7AB8C44D9D1DE512A06D0C3DB3922E423031E3229DCCE1209B59B6E7103BD953C8B20E3058F54C072,,73A33C626CECC6F2FB91FCDAF4EF37A35C905262B317A0EB50E004C4A44C2DE05F1811EC112020FDFEC44E06086603F7B7A8B2AB6F5935BADED9C2DED1A643E1,,BF2BD1DF89B7B707EA64F74DDCF78DE3EF9B9909413C196EB94BFD404C11E151F1B2C062636C3B217DD3F775C83D3A5F719D15FC1FD6B6ED59408F9AEE4B89E4,,14CCF6CAD8ABAD1A75BF427CE14F38250E9AA2DDF3B264EAAD630C6157A5166AFB357F385B7044278BB4E9A4F30A03FC4CD5FEBB759A483D152CB0CCB259D937,,
DDF6D771FBAC95AAAC46BA0F7ACF263684E64B18AF2A7E51696221EECC56904977BC1CA7E17F5FF6EE1958BD6E2A66020C1172322C26C9E3FA538B410251155D,,D12837CB1317641158CE2AF0714F3368840A303437EFA46E1CE7222371E0E0E8CBDEE1588280A11715EBADFD8E33A23059CD62C7DA75A65409913E89DB3267D9,,274CF6C0E413122BFDD4BEB66F03D158B54D21B3E71BF13A1C67242629BBCD8F8AAA7CB154EE7ED06AE8067D3ECB7959C50E6DE9E8949AF67F4A2DF84B4F4C21,,A4D6EF708668788A99F6D027E6BD747C0AC78435D09FF3E72A0BFA231AE46A3D30534C9F566A61F15E3E9161F360DED22499902EAEE2C78A58048C81AC620676,,A14E57A878630091505330F0E3A4202571759131C00371E897CC88C80325644454C92BE806852835319F8C11CC01BEC3CAC3203D737F581C533E140CEE4546D3,,
751112A9E35F34A5555B44D38970BEE07EFF2FA7F16EB5759631E985E0C83EE283AB3F4D64CB8235816DD2B2B19F184F7F6AA93A4D8D939560219469B4BA5481,,A422FA762B9E7007A94B8972C95B5C9FBBAF62438E465C59B0BAB31DFA6E3779D1D38E631134E3B6FA7F0C3CDC42A6D65A318A1871779C58B2B6498B0C73657C,,A8FCF59E625FD323F025F895CEF7E931068DDBE7400E1E77CE8E9ACF88EEE0FD090C6083498C15A4C21A7F226CFBA280109A8FF541FD958B5454999FA1B56B3B,,8BC46A2AB3FA7C94DB4B8B7D8BF2287CE2D7236010DE648D126008C1C690FBE21638375AE34BD91634D16B3F45F04DB2A7C9483DCB72357BD5B0C4FEDD038ECD,,B99F14D6C9353E3114D59B7D0FA088F256F7A5B69392DE813D15D450FF433174B48EFD8FA334BF8868EB4B61F1C2A50B7AFD25ACB8749072A1577E46AD0ECACA,,
538395B06B7C5B78DFB1B8CE5F6C220D713A84C218EAFEBD9C2465092BDE1E41F0719C6F7D8E53189A5C4BC63E31C5896BD735B720F6F4F4270A2257DC0AB430,,20C43071D7A36E97F69B0AC49A7D645E21E0E1B46B686EF210CD3384B1DBED89F2AD19735E5A054ACF11FA6C9B6DD7DDE2A901A59FBBD2823717D658A3C2B6F9,,D795E7DC5F6AEBEBAF2AB02EFDC779B11FA32850E02FFF5F2AA898A53FBC8598F3AF9735CB4C4F5DD371446F4A719C0EA4F855AA43E69FF856E3BF7DEF0BA0D5,,0CFE9EA67B2BEF42FDF67D4938E40CFAC9786E5D2C97D7A5BED87B68197DEE35F7B39DF6ACAECA0BA4E68C8453381114C1A8F0E757408FACD8E8163C270D648E,,B5E70236599823201B84C056225EFBA010D36C85B5A7673889C60F4B77EF7E28641A5E213CDB5A8A9810E58F5569E8536C6089DB6A1C42B2BCA38D822A1428A4,,
9A22380FA7161718C89B5E4BBEF665AC4CAAA2A960175B8C3AE020D57BA51711F6765081EF411DB2A9AD5E5FC573DD972A30D5B79B9F7371C410E7E2607174AC,239597DCA08C215D0956E09A6F43959BBDA93AE1C369DD0F70CFB3182ACA4DADF5DFF9AA1A10C14073406A44B5932AF83CCBAF1CDCC3578ECE25631DAC35E1C4,8C0783B5DECC35AC09E95F24F6C48DC911DEC18C853A36A4152CE0920EDB7A8ECCDB60BBF2772C48AA5D5499F0C93E4D4B62251DB024A7C5B853A9E0F4CC7770,0721C70B19072087CAE9C0C8857DDAA380C9D0536CB4EBBF9D382C9163E3F6CAA4CB4E588E9AEBDED943FD7F6CD02ECBB1ED701279E54645B7E587815FBA638A,0880086FDFDB520D332384FCE96447EBE39A7F853590CA07D8683533754655FAB488A794E551A113255096C50D1EF458013A763F7D9764B42F3A4E5610276B97,F211A5558FE9EFDEC9FDCFB24D61597B6D21AC61238A9BCCCF19052D7F554B0A71F9A8AD8F0FCBAD16B9D635E7F431014C0E3A466248A31327FFEF8071A5FE17,1ABEF23F41EB8F0F30570EDD29978BA9DB0A4319B09DC3D99AF5EE58645F9A47B41CB4DD02F243851811486DF3B89554F24746DF7B35AAC5FF5C1476E98020B8,E9C8F88C1F4378FB417A92DB2A51ABCF1C18529AED87513A4B97848E7CCC360F969031C7730909F09C673C323B80A4218087C962F1FA5D4740C56D7BFE245365,41EACD29618FF252DD61C0E66FFD7F2E8E3E2CDA54DE7BA535ED4280FA8FC3C28B0E178F82824A166E8459B3792E64D61F99F97EF3DC857901500D22CA5DBFEC,199BF0D15A3B189A7EACAADB7324C35AC283F3806D1D9793C983D4525C34050BDC6C486421C359A8D02B36B8D516D8FAF353211FE97C62073D8F42FBB0D62576,647842B201DDB088977F0A1EBED8F66312B4D4775FB4BFE0E0464F1628673C847622918CFA130ED80335FDF4575025A3782DFA4D3E6E76AFC6CC7A9627473023
51AC3705E98B3B24C6F9FFB579053498E18AF7C5AC3346B256FCCB80A4F4E43B03D957D2C6AAFB65AE908E9349B59715B65457A5CEA98E7FC1730A2DBE7DB214,,39BCE5802AE90FD246CC5656E1955F88FE06E3B933D41C5630E36A69F0E272049C39BF92A0089D8C0F76C5C5B3F6D1416FA0D2A3B76D7A1F862F78B371106AAF,,8C532E8062084295FC787BB2608ED298C9C1BC7263E15CBC7C592F92087F4D6673BCB16025D60F2C26C0A8AF653DE1B1BA0204D2605BCF6F1C05C4D5D616BB5A,,A6185E0CDF7A2C988E09EFCE8B99A4026B7BFFD803C2A58EE3FFC063D254118A89B3F22CDCC7B7C0315AF210303007CB3A3A0681D068B79E4FA4994492FF26C3,,99570D145B51F62FDCE01846AFF00D6DA6BCC37E754D3FA52B035842369EFBC1769CD7C91CEEBD0EC6DE7F17E37518946DFBB11DD9D687F706FAD8D6AE59E55D,,
